date,frank green,water bottle,isPartial,trend_slug,trend_label,trend_query,baseline_term,geo,country
2019-11-01,0,40,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2019-12-01,0,34,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2020-01-01,0,36,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2020-02-01,0,42,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2020-03-01,0,33,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2020-04-01,0,33,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2020-05-01,0,37,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2020-06-01,0,43,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2020-07-01,0,45,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2020-08-01,0,50,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2020-09-01,0,43,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2020-10-01,0,42,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2020-11-01,0,45,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2020-12-01,0,43,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2021-01-01,0,44,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2021-02-01,0,44,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2021-03-01,1,47,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2021-04-01,0,43,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2021-05-01,2,47,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2021-06-01,0,53,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2021-07-01,0,47,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2021-08-01,0,56,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2021-09-01,0,49,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2021-10-01,0,41,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2021-11-01,0,45,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2021-12-01,0,41,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2022-01-01,0,49,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2022-02-01,0,56,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2022-03-01,0,53,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2022-04-01,0,55,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2022-05-01,0,58,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2022-06-01,0,65,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2022-07-01,0,49,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2022-08-01,0,68,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2022-09-01,0,62,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2022-10-01,0,57,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2022-11-01,0,53,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2022-12-01,0,50,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2023-01-01,1,62,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2023-02-01,0,59,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2023-03-01,0,56,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2023-04-01,1,53,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2023-05-01,0,66,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2023-06-01,1,64,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2023-07-01,0,62,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2023-08-01,0,77,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2023-09-01,1,66,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2023-10-01,0,55,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2023-11-01,1,60,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2023-12-01,0,58,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2024-01-01,2,67,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2024-02-01,0,63,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2024-03-01,0,53,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2024-04-01,0,65,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2024-05-01,0,68,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2024-06-01,0,68,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2024-07-01,0,68,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2024-08-01,0,94,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2024-09-01,0,79,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2024-10-01,0,71,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2024-11-01,1,65,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2024-12-01,0,64,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2025-01-01,1,72,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2025-02-01,0,62,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2025-03-01,0,57,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2025-04-01,0,77,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2025-05-01,1,79,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2025-06-01,1,67,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2025-07-01,0,75,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2025-08-01,0,100,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2025-09-01,0,71,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2025-10-01,0,73,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2025-11-01,1,81,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2025-12-01,0,69,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2026-01-01,2,74,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2026-02-01,0,85,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2026-03-01,0,55,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2026-04-01,0,77,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2026-05-01,1,82,False,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
2026-06-01,0,79,True,frank_green,Frank Green,frank green,water bottle,AE,United Arab Emirates
