date,owala,water bottle,isPartial,trend_slug,trend_label,trend_query,baseline_term,geo,country
2020-10-01,0,19,False,owala,Owala,owala,water bottle,BR,Brazil
2020-11-01,0,15,False,owala,Owala,owala,water bottle,BR,Brazil
2020-12-01,0,12,False,owala,Owala,owala,water bottle,BR,Brazil
2021-01-01,0,11,False,owala,Owala,owala,water bottle,BR,Brazil
2021-02-01,0,20,False,owala,Owala,owala,water bottle,BR,Brazil
2021-03-01,0,18,False,owala,Owala,owala,water bottle,BR,Brazil
2021-04-01,0,21,False,owala,Owala,owala,water bottle,BR,Brazil
2021-05-01,0,15,False,owala,Owala,owala,water bottle,BR,Brazil
2021-06-01,0,16,False,owala,Owala,owala,water bottle,BR,Brazil
2021-07-01,0,12,False,owala,Owala,owala,water bottle,BR,Brazil
2021-08-01,0,15,False,owala,Owala,owala,water bottle,BR,Brazil
2021-09-01,0,14,False,owala,Owala,owala,water bottle,BR,Brazil
2021-10-01,0,13,False,owala,Owala,owala,water bottle,BR,Brazil
2021-11-01,0,16,False,owala,Owala,owala,water bottle,BR,Brazil
2021-12-01,0,14,False,owala,Owala,owala,water bottle,BR,Brazil
2022-01-01,0,16,False,owala,Owala,owala,water bottle,BR,Brazil
2022-02-01,0,16,False,owala,Owala,owala,water bottle,BR,Brazil
2022-03-01,0,12,False,owala,Owala,owala,water bottle,BR,Brazil
2022-04-01,0,14,False,owala,Owala,owala,water bottle,BR,Brazil
2022-05-01,0,12,False,owala,Owala,owala,water bottle,BR,Brazil
2022-06-01,0,14,False,owala,Owala,owala,water bottle,BR,Brazil
2022-07-01,0,12,False,owala,Owala,owala,water bottle,BR,Brazil
2022-08-01,0,14,False,owala,Owala,owala,water bottle,BR,Brazil
2022-09-01,1,14,False,owala,Owala,owala,water bottle,BR,Brazil
2022-10-01,0,11,False,owala,Owala,owala,water bottle,BR,Brazil
2022-11-01,0,12,False,owala,Owala,owala,water bottle,BR,Brazil
2022-12-01,0,13,False,owala,Owala,owala,water bottle,BR,Brazil
2023-01-01,0,16,False,owala,Owala,owala,water bottle,BR,Brazil
2023-02-01,1,14,False,owala,Owala,owala,water bottle,BR,Brazil
2023-03-01,1,15,False,owala,Owala,owala,water bottle,BR,Brazil
2023-04-01,0,12,False,owala,Owala,owala,water bottle,BR,Brazil
2023-05-01,0,15,False,owala,Owala,owala,water bottle,BR,Brazil
2023-06-01,1,15,False,owala,Owala,owala,water bottle,BR,Brazil
2023-07-01,0,15,False,owala,Owala,owala,water bottle,BR,Brazil
2023-08-01,0,15,False,owala,Owala,owala,water bottle,BR,Brazil
2023-09-01,4,17,False,owala,Owala,owala,water bottle,BR,Brazil
2023-10-01,5,14,False,owala,Owala,owala,water bottle,BR,Brazil
2023-11-01,6,16,False,owala,Owala,owala,water bottle,BR,Brazil
2023-12-01,21,16,False,owala,Owala,owala,water bottle,BR,Brazil
2024-01-01,56,19,False,owala,Owala,owala,water bottle,BR,Brazil
2024-02-01,66,19,False,owala,Owala,owala,water bottle,BR,Brazil
2024-03-01,44,16,False,owala,Owala,owala,water bottle,BR,Brazil
2024-04-01,93,17,False,owala,Owala,owala,water bottle,BR,Brazil
2024-05-01,62,15,False,owala,Owala,owala,water bottle,BR,Brazil
2024-06-01,35,14,False,owala,Owala,owala,water bottle,BR,Brazil
2024-07-01,38,16,False,owala,Owala,owala,water bottle,BR,Brazil
2024-08-01,51,18,False,owala,Owala,owala,water bottle,BR,Brazil
2024-09-01,45,19,False,owala,Owala,owala,water bottle,BR,Brazil
2024-10-01,42,15,False,owala,Owala,owala,water bottle,BR,Brazil
2024-11-01,50,19,False,owala,Owala,owala,water bottle,BR,Brazil
2024-12-01,71,21,False,owala,Owala,owala,water bottle,BR,Brazil
2025-01-01,81,28,False,owala,Owala,owala,water bottle,BR,Brazil
2025-02-01,85,25,False,owala,Owala,owala,water bottle,BR,Brazil
2025-03-01,90,31,False,owala,Owala,owala,water bottle,BR,Brazil
2025-04-01,64,46,False,owala,Owala,owala,water bottle,BR,Brazil
2025-05-01,60,46,False,owala,Owala,owala,water bottle,BR,Brazil
2025-06-01,49,53,False,owala,Owala,owala,water bottle,BR,Brazil
2025-07-01,62,22,False,owala,Owala,owala,water bottle,BR,Brazil
2025-08-01,66,19,False,owala,Owala,owala,water bottle,BR,Brazil
2025-09-01,61,18,False,owala,Owala,owala,water bottle,BR,Brazil
2025-10-01,71,20,False,owala,Owala,owala,water bottle,BR,Brazil
2025-11-01,76,62,False,owala,Owala,owala,water bottle,BR,Brazil
2025-12-01,73,62,False,owala,Owala,owala,water bottle,BR,Brazil
2026-01-01,100,44,False,owala,Owala,owala,water bottle,BR,Brazil
2026-02-01,91,67,False,owala,Owala,owala,water bottle,BR,Brazil
2026-03-01,88,45,False,owala,Owala,owala,water bottle,BR,Brazil
2026-04-01,74,45,False,owala,Owala,owala,water bottle,BR,Brazil
2026-05-01,63,38,False,owala,Owala,owala,water bottle,BR,Brazil
2026-06-01,58,92,True,owala,Owala,owala,water bottle,BR,Brazil
