date,owala,water bottle,isPartial,trend_slug,trend_label,trend_query,baseline_term,geo,country
2018-11-01,0,29,False,owala,Owala,owala,water bottle,NZ,New Zealand
2018-12-01,0,28,False,owala,Owala,owala,water bottle,NZ,New Zealand
2019-01-01,0,30,False,owala,Owala,owala,water bottle,NZ,New Zealand
2019-02-01,0,32,False,owala,Owala,owala,water bottle,NZ,New Zealand
2019-03-01,0,29,False,owala,Owala,owala,water bottle,NZ,New Zealand
2019-04-01,0,30,False,owala,Owala,owala,water bottle,NZ,New Zealand
2019-05-01,0,36,False,owala,Owala,owala,water bottle,NZ,New Zealand
2019-06-01,0,34,False,owala,Owala,owala,water bottle,NZ,New Zealand
2019-07-01,0,32,False,owala,Owala,owala,water bottle,NZ,New Zealand
2019-08-01,0,32,False,owala,Owala,owala,water bottle,NZ,New Zealand
2019-09-01,0,29,False,owala,Owala,owala,water bottle,NZ,New Zealand
2019-10-01,0,29,False,owala,Owala,owala,water bottle,NZ,New Zealand
2019-11-01,0,31,False,owala,Owala,owala,water bottle,NZ,New Zealand
2019-12-01,0,37,False,owala,Owala,owala,water bottle,NZ,New Zealand
2020-01-01,0,38,False,owala,Owala,owala,water bottle,NZ,New Zealand
2020-02-01,0,36,False,owala,Owala,owala,water bottle,NZ,New Zealand
2020-03-01,0,26,False,owala,Owala,owala,water bottle,NZ,New Zealand
2020-04-01,0,28,False,owala,Owala,owala,water bottle,NZ,New Zealand
2020-05-01,0,40,False,owala,Owala,owala,water bottle,NZ,New Zealand
2020-06-01,0,36,False,owala,Owala,owala,water bottle,NZ,New Zealand
2020-07-01,0,33,False,owala,Owala,owala,water bottle,NZ,New Zealand
2020-08-01,0,32,False,owala,Owala,owala,water bottle,NZ,New Zealand
2020-09-01,0,31,False,owala,Owala,owala,water bottle,NZ,New Zealand
2020-10-01,0,32,False,owala,Owala,owala,water bottle,NZ,New Zealand
2020-11-01,0,33,False,owala,Owala,owala,water bottle,NZ,New Zealand
2020-12-01,0,35,False,owala,Owala,owala,water bottle,NZ,New Zealand
2021-01-01,0,37,False,owala,Owala,owala,water bottle,NZ,New Zealand
2021-02-01,0,35,False,owala,Owala,owala,water bottle,NZ,New Zealand
2021-03-01,0,34,False,owala,Owala,owala,water bottle,NZ,New Zealand
2021-04-01,0,37,False,owala,Owala,owala,water bottle,NZ,New Zealand
2021-05-01,0,46,False,owala,Owala,owala,water bottle,NZ,New Zealand
2021-06-01,0,40,False,owala,Owala,owala,water bottle,NZ,New Zealand
2021-07-01,0,42,False,owala,Owala,owala,water bottle,NZ,New Zealand
2021-08-01,0,37,False,owala,Owala,owala,water bottle,NZ,New Zealand
2021-09-01,0,40,False,owala,Owala,owala,water bottle,NZ,New Zealand
2021-10-01,0,35,False,owala,Owala,owala,water bottle,NZ,New Zealand
2021-11-01,0,41,False,owala,Owala,owala,water bottle,NZ,New Zealand
2021-12-01,0,42,False,owala,Owala,owala,water bottle,NZ,New Zealand
2022-01-01,0,53,False,owala,Owala,owala,water bottle,NZ,New Zealand
2022-02-01,0,44,False,owala,Owala,owala,water bottle,NZ,New Zealand
2022-03-01,0,45,False,owala,Owala,owala,water bottle,NZ,New Zealand
2022-04-01,0,47,False,owala,Owala,owala,water bottle,NZ,New Zealand
2022-05-01,0,53,False,owala,Owala,owala,water bottle,NZ,New Zealand
2022-06-01,0,52,False,owala,Owala,owala,water bottle,NZ,New Zealand
2022-07-01,0,50,False,owala,Owala,owala,water bottle,NZ,New Zealand
2022-08-01,0,52,False,owala,Owala,owala,water bottle,NZ,New Zealand
2022-09-01,0,50,False,owala,Owala,owala,water bottle,NZ,New Zealand
2022-10-01,0,48,False,owala,Owala,owala,water bottle,NZ,New Zealand
2022-11-01,0,58,False,owala,Owala,owala,water bottle,NZ,New Zealand
2022-12-01,0,66,False,owala,Owala,owala,water bottle,NZ,New Zealand
2023-01-01,1,61,False,owala,Owala,owala,water bottle,NZ,New Zealand
2023-02-01,0,56,False,owala,Owala,owala,water bottle,NZ,New Zealand
2023-03-01,0,58,False,owala,Owala,owala,water bottle,NZ,New Zealand
2023-04-01,0,56,False,owala,Owala,owala,water bottle,NZ,New Zealand
2023-05-01,0,59,False,owala,Owala,owala,water bottle,NZ,New Zealand
2023-06-01,0,58,False,owala,Owala,owala,water bottle,NZ,New Zealand
2023-07-01,1,61,False,owala,Owala,owala,water bottle,NZ,New Zealand
2023-08-01,3,61,False,owala,Owala,owala,water bottle,NZ,New Zealand
2023-09-01,2,57,False,owala,Owala,owala,water bottle,NZ,New Zealand
2023-10-01,2,55,False,owala,Owala,owala,water bottle,NZ,New Zealand
2023-11-01,6,68,False,owala,Owala,owala,water bottle,NZ,New Zealand
2023-12-01,4,78,False,owala,Owala,owala,water bottle,NZ,New Zealand
2024-01-01,11,83,False,owala,Owala,owala,water bottle,NZ,New Zealand
2024-02-01,11,66,False,owala,Owala,owala,water bottle,NZ,New Zealand
2024-03-01,9,64,False,owala,Owala,owala,water bottle,NZ,New Zealand
2024-04-01,12,64,False,owala,Owala,owala,water bottle,NZ,New Zealand
2024-05-01,10,73,False,owala,Owala,owala,water bottle,NZ,New Zealand
2024-06-01,13,63,False,owala,Owala,owala,water bottle,NZ,New Zealand
2024-07-01,13,66,False,owala,Owala,owala,water bottle,NZ,New Zealand
2024-08-01,15,62,False,owala,Owala,owala,water bottle,NZ,New Zealand
2024-09-01,12,61,False,owala,Owala,owala,water bottle,NZ,New Zealand
2024-10-01,12,61,False,owala,Owala,owala,water bottle,NZ,New Zealand
2024-11-01,14,75,False,owala,Owala,owala,water bottle,NZ,New Zealand
2024-12-01,17,85,False,owala,Owala,owala,water bottle,NZ,New Zealand
2025-01-01,12,76,False,owala,Owala,owala,water bottle,NZ,New Zealand
2025-02-01,13,74,False,owala,Owala,owala,water bottle,NZ,New Zealand
2025-03-01,13,71,False,owala,Owala,owala,water bottle,NZ,New Zealand
2025-04-01,12,66,False,owala,Owala,owala,water bottle,NZ,New Zealand
2025-05-01,29,73,False,owala,Owala,owala,water bottle,NZ,New Zealand
2025-06-01,18,76,False,owala,Owala,owala,water bottle,NZ,New Zealand
2025-07-01,20,69,False,owala,Owala,owala,water bottle,NZ,New Zealand
2025-08-01,21,71,False,owala,Owala,owala,water bottle,NZ,New Zealand
2025-09-01,21,63,False,owala,Owala,owala,water bottle,NZ,New Zealand
2025-10-01,25,66,False,owala,Owala,owala,water bottle,NZ,New Zealand
2025-11-01,40,83,False,owala,Owala,owala,water bottle,NZ,New Zealand
2025-12-01,38,100,False,owala,Owala,owala,water bottle,NZ,New Zealand
2026-01-01,33,83,False,owala,Owala,owala,water bottle,NZ,New Zealand
2026-02-01,38,87,False,owala,Owala,owala,water bottle,NZ,New Zealand
2026-03-01,34,80,False,owala,Owala,owala,water bottle,NZ,New Zealand
2026-04-01,27,82,False,owala,Owala,owala,water bottle,NZ,New Zealand
2026-05-01,28,88,False,owala,Owala,owala,water bottle,NZ,New Zealand
2026-06-01,30,81,True,owala,Owala,owala,water bottle,NZ,New Zealand
