date,frank green,water bottle,isPartial,trend_slug,trend_label,trend_query,baseline_term,geo,country
2014-09-01,0,23,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2014-10-01,0,21,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2014-11-01,1,22,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2014-12-01,1,25,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2015-01-01,1,26,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2015-02-01,1,26,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2015-03-01,1,27,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2015-04-01,0,28,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2015-05-01,1,28,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2015-06-01,0,29,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2015-07-01,1,28,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2015-08-01,1,28,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2015-09-01,1,27,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2015-10-01,1,24,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2015-11-01,0,29,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2015-12-01,1,31,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2016-01-01,1,31,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2016-02-01,0,31,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2016-03-01,1,33,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2016-04-01,1,31,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2016-05-01,0,35,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2016-06-01,1,33,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2016-07-01,0,33,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2016-08-01,1,34,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2016-09-01,1,35,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2016-10-01,1,37,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2016-11-01,1,33,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2016-12-01,0,37,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2017-01-01,1,39,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2017-02-01,1,33,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2017-03-01,1,33,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2017-04-01,1,33,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2017-05-01,0,35,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2017-06-01,1,36,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2017-07-01,0,37,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2017-08-01,1,38,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2017-09-01,0,36,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2017-10-01,1,29,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2017-11-01,1,37,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2017-12-01,0,41,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2018-01-01,0,38,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2018-02-01,1,35,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2018-03-01,1,36,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2018-04-01,0,36,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2018-05-01,0,42,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2018-06-01,1,38,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2018-07-01,0,39,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2018-08-01,1,38,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2018-09-01,1,37,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2018-10-01,1,30,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2018-11-01,1,37,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2018-12-01,1,41,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2019-01-01,1,37,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2019-02-01,1,36,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2019-03-01,1,36,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2019-04-01,1,38,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2019-05-01,1,44,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2019-06-01,1,79,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2019-07-01,1,48,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2019-08-01,1,47,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2019-09-01,1,43,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2019-10-01,1,35,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2019-11-01,1,42,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2019-12-01,1,48,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2020-01-01,1,44,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2020-02-01,1,40,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2020-03-01,0,32,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2020-04-01,1,31,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2020-05-01,1,40,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2020-06-01,1,42,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2020-07-01,1,46,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2020-08-01,1,47,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2020-09-01,0,40,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2020-10-01,1,34,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2020-11-01,0,33,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2020-12-01,1,35,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2021-01-01,1,37,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2021-02-01,0,37,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2021-03-01,2,42,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2021-04-01,1,41,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2021-05-01,0,45,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2021-06-01,0,51,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2021-07-01,1,43,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2021-08-01,1,53,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2021-09-01,1,40,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2021-10-01,1,34,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2021-11-01,1,39,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2021-12-01,1,43,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2022-01-01,1,51,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2022-02-01,1,44,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2022-03-01,1,47,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2022-04-01,1,49,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2022-05-01,1,57,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2022-06-01,1,59,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2022-07-01,1,65,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2022-08-01,1,68,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2022-09-01,1,58,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2022-10-01,1,49,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2022-11-01,2,57,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2022-12-01,3,57,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2023-01-01,1,62,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2023-02-01,1,56,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2023-03-01,2,59,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2023-04-01,1,59,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2023-05-01,1,66,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2023-06-01,1,62,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2023-07-01,1,69,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2023-08-01,1,71,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2023-09-01,1,67,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2023-10-01,1,57,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2023-11-01,1,76,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2023-12-01,1,81,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2024-01-01,2,82,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2024-02-01,1,73,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2024-03-01,1,68,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2024-04-01,1,73,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2024-05-01,1,74,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2024-06-01,1,76,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2024-07-01,2,82,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2024-08-01,1,88,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2024-09-01,1,79,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2024-10-01,1,66,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2024-11-01,1,78,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2024-12-01,1,87,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2025-01-01,1,73,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2025-02-01,1,70,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2025-03-01,1,68,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2025-04-01,1,71,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2025-05-01,1,76,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2025-06-01,1,78,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2025-07-01,1,89,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2025-08-01,1,100,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2025-09-01,1,79,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2025-10-01,1,64,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2025-11-01,1,85,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2025-12-01,1,92,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2026-01-01,1,79,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2026-02-01,2,87,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2026-03-01,1,83,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2026-04-01,2,79,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2026-05-01,1,88,False,frank_green,Frank Green,frank green,water bottle,CA,Canada
2026-06-01,1,89,True,frank_green,Frank Green,frank green,water bottle,CA,Canada
